"dB20(VF("/TERMINAL_AMP_VOUT_ac")) (modelFiles=s05mixdtssa01v12.scs:tt,s05mixdtssa01v12.scs:captypical) X","dB20(VF("/TERMINAL_AMP_VOUT_ac")) (modelFiles=s05mixdtssa01v12.scs:tt,s05mixdtssa01v12.scs:captypical) Y","dB20(VF("/TERMINAL_AMP_VOUT_ac")) (modelFiles=s05mixdtssa01v12.scs:ss,s05mixdtssa01v12.scs:capslow) X","dB20(VF("/TERMINAL_AMP_VOUT_ac")) (modelFiles=s05mixdtssa01v12.scs:ss,s05mixdtssa01v12.scs:capslow) Y","dB20(VF("/TERMINAL_AMP_VOUT_ac")) (modelFiles=s05mixdtssa01v12.scs:ff,s05mixdtssa01v12.scs:capfast) X","dB20(VF("/TERMINAL_AMP_VOUT_ac")) (modelFiles=s05mixdtssa01v12.scs:ff,s05mixdtssa01v12.scs:capfast) Y"
1,29.53351223195778,1,32.01535379487624,1,27.4607815938514
1.513561248436208,29.53351223195239,1.513561248436208,32.01535379483229,1.513561248436208,27.46078159385008
2.290867652767773,29.53351223194003,2.290867652767773,32.01535379473162,2.290867652767773,27.46078159384707
3.467368504525317,29.53351223191173,3.467368504525317,32.01535379450096,3.467368504525317,27.46078159384017
5.248074602497726,29.53351223184691,5.248074602497726,32.01535379397258,5.248074602497726,27.46078159382436
7.943282347242816,29.53351223169839,7.943282347242816,32.01535379276211,7.943282347242816,27.46078159378815
12.02264434617413,29.53351223135816,12.02264434617413,32.0153537899891,12.02264434617413,27.46078159370519
18.19700858609984,29.53351223057874,18.19700858609984,32.0153537836365,18.19700858609984,27.46078159351513
27.54228703338167,29.5335122287932,27.54228703338167,32.01535376908351,27.54228703338167,27.46078159307973
41.68693834703355,29.53351222470276,41.68693834703355,32.01535373574456,41.68693834703355,27.4607815920823
63.09573444801934,29.53351221533211,63.09573444801934,32.01535365936943,63.09573444801934,27.4607815897973
95.49925860214361,29.53351219386518,95.49925860214361,32.01535348440412,95.49925860214361,27.46078158456268
144.5439770745928,29.53351214468727,144.5439770745928,32.01535308358179,144.5439770745928,27.46078157257086
218.7761623949553,29.53351203202721,218.7761623949553,32.015352165351,218.7761623949553,27.46078154509916
331.1311214825912,29.53351177393792,331.1311214825912,32.01535006180654,331.1311214825912,27.46078148216517
501.1872336272725,29.53351118268957,501.1872336272725,32.01534524286841,501.1872336272725,27.46078133799172
758.577575029184,29.53350982821816,758.577575029184,32.01533420333906,758.577575029184,27.46078100770945
1148.153621496883,29.53350672530502,1148.153621496883,32.01530891334416,1148.153621496883,27.46078025107656
1737.800828749376,29.53349961695003,1737.800828749376,32.01525097786795,1737.800828749376,27.46077851773125
2630.267991895383,29.53348333269338,2630.267991895383,32.01511825827245,2630.267991895383,27.46077454686917
3981.071705534974,29.53344602784667,3981.071705534974,32.0148142305302,3981.071705534974,27.46076545016334
6025.59586074358,29.53336056858769,6025.59586074358,32.01411782341775,6025.59586074358,27.46074461088602
9120.108393559101,29.53316479907314,9120.108393559101,32.0125228676597,9120.108393559101,27.46069687123654
13803.84264602886,29.53271635028075,13803.84264602886,32.00887124131962,13803.84264602886,27.46058750799532
20892.96130854041,29.53168918793289,20892.96130854041,32.00051740288159,20892.96130854041,27.46033698166128
31622.77660168381,29.5293370101061,31622.77660168381,31.98144021335639,31622.77660168381,27.45976311344141
47863.00923226386,29.5239532784335,47863.00923226386,31.93805018501095,47863.00923226386,27.45844874298943
72443.59600749904,29.51164495634622,72443.59600749904,31.8402535192068,72443.59600749904,27.45543919243225
109647.8196143186,29.48357899588807,109647.8196143186,31.62418230321127,109647.8196143186,27.44855255953198
165958.6907437562,29.41995904072612,165958.6907437562,31.16630666100303,165958.6907437562,27.43281722597936
251188.6431509582,29.27763359986298,251188.6431509582,30.26995843851794,251188.6431509582,27.39698306864171
380189.3963205615,28.96815923534664,380189.3963205615,28.72499958596493,380189.3963205615,27.31598915927286
575439.9373371573,28.33269274085957,575439.9373371573,26.45683144478556,575439.9373371573,27.13594485759172
870963.5899560812,27.15384934840808,870963.5899560812,23.59623164280746,870963.5899560812,26.74961595950552
1318256.738556408,25.26554972386176,1318256.738556408,20.36174587237909,1318256.738556408,25.97596201368112
1995262.314968881,22.69355673790032,1995262.314968881,16.92809200633564,1995262.314968881,24.596565158733
3019951.720402019,19.63042533852497,3019951.720402019,13.39486994028655,3019951.720402019,22.49194451554043
4570881.896148754,16.28378020143521,4570881.896148754,9.806234251862518,4570881.896148754,19.74965130045927
6918309.709189371,12.79084963379436,6918309.709189371,6.170021106771845,6918309.709189371,16.58187073211485
10471285.48050901,9.219205843508725,10471285.48050901,2.462091519290846,10471285.48050901,13.17823464757284
15848931.92461115,5.587891292305055,15848931.92461115,-1.384565670714805,15848931.92461115,9.651228285165866
23988329.19019493,1.876448997374001,23988329.19019493,-5.498253690096927,23988329.19019493,6.047772647889016
36307805.47701018,-1.983125355120692,36307805.47701018,-10.06118301714134,36307805.47701018,2.365852809817073
54954087.38576252,-6.122675771146882,54954087.38576252,-15.22598051794563,54954087.38576252,-1.445546007595241
83176377.11026721,-10.72907726432124,83176377.11026721,-21.00852483236956,83176377.11026721,-5.500775048858745
125892541.1794169,-15.97266747518414,125892541.1794169,-27.25206123121416,125892541.1794169,-9.980706523684777
190546071.796325,-21.92482010190958,190546071.796325,-33.57784667775751,190546071.796325,-15.0808359348191
288403150.312661,-28.48643389453475,288403150.312661,-39.74050601211092,288403150.312661,-20.92025725559813
436515832.2401666,-35.266024582355,436515832.2401666,-45.87018272217632,436515832.2401666,-27.46560458999947
