sample_number, vin1_plus, vin1_minus, digital_code, digital_code(radix 10)
457, 3.500000, 3.22057, 001000101010, 0.279430, 554
458, 3.500000, 3.22565, 001000100100, 0.274350, 548
459, 3.500000, 3.23072, 001000011110, 0.269280, 542
460, 3.500000, 3.2358, 001000011001, 0.264200, 537
461, 3.500000, 3.24088, 001000010011, 0.259120, 531
462, 3.500000, 3.24596, 001000001101, 0.254040, 525
463, 3.500000, 3.25104, 001000000111, 0.248960, 519
464, 3.500000, 3.25611, 001000000010, 0.243890, 514
465, 3.500000, 3.26119, 000101100001, 0.238810, 353
466, 3.500000, 3.26627, 000101011011, 0.233730, 347
467, 3.500000, 3.27135, 000101010101, 0.228650, 341
468, 3.500000, 3.27643, 000101010000, 0.223570, 336
469, 3.500000, 3.2815, 000101001010, 0.218500, 330
470, 3.500000, 3.28658, 000101000100, 0.213420, 324
471, 3.500000, 3.29166, 000100111110, 0.208340, 318
472, 3.500000, 3.29674, 000100111000, 0.203260, 312
473, 3.500000, 3.30182, 000100110011, 0.198180, 307
474, 3.500000, 3.3069, 000100101101, 0.193100, 301
475, 3.500000, 3.31197, 000100100111, 0.188030, 295
476, 3.500000, 3.31705, 000100100001, 0.182950, 289
477, 3.500000, 3.32213, 000100011011, 0.177870, 283
478, 3.500000, 3.32721, 000100010110, 0.172790, 278
479, 3.500000, 3.33229, 000100010000, 0.167710, 272
480, 3.500000, 3.33736, 000100001010, 0.162640, 266
481, 3.500000, 3.34244, 000100000100, 0.157560, 260
482, 3.500000, 3.34752, 000011111110, 0.152480, 254
483, 3.500000, 3.3526, 000011111000, 0.147400, 248
484, 3.500000, 3.35768, 000011110011, 0.142320, 243
485, 3.500000, 3.36275, 000011101101, 0.137250, 237
486, 3.500000, 3.36783, 000011100111, 0.132170, 231
487, 3.500000, 3.37291, 000011100001, 0.127090, 225
488, 3.500000, 3.37799, 000011011011, 0.122010, 219
489, 3.500000, 3.38307, 000011010110, 0.116930, 214
490, 3.500000, 3.38815, 000011010000, 0.111850, 208
491, 3.500000, 3.39322, 000011001010, 0.106780, 202
492, 3.500000, 3.3983, 000011000100, 0.101700, 196
493, 3.500000, 3.40338, 000010111110, 0.096620, 190
494, 3.500000, 3.40846, 000010111000, 0.091540, 184
495, 3.500000, 3.41354, 000010110011, 0.086460, 179
496, 3.500000, 3.41861, 000010101101, 0.081390, 173
497, 3.500000, 3.42369, 000010100111, 0.076310, 167
498, 3.500000, 3.42877, 000010100001, 0.071230, 161
499, 3.500000, 3.43385, 000010011011, 0.066150, 155
500, 3.500000, 3.43893, 000010010110, 0.061070, 150
501, 3.500000, 3.444, 000010010000, 0.056000, 144
502, 3.500000, 3.44908, 000010001010, 0.050920, 138
503, 3.500000, 3.45416, 000010000100, 0.045840, 132
504, 3.500000, 3.45924, 000001111110, 0.040760, 126
505, 3.500000, 3.46432, 000001111001, 0.035680, 121
506, 3.500000, 3.4694, 000001110011, 0.030600, 115
507, 3.500000, 3.47447, 000001101101, 0.025530, 109
508, 3.500000, 3.47955, 000001100111, 0.020450, 103
509, 3.500000, 3.48463, 000001100001, 0.015370, 97
510, 3.500000, 3.48971, 000001011100, 0.010290, 92
511, 3.500000, 3.49479, 000001010110, 0.005210, 86
512, 3.500000, 3.49986, 000001010000, 0.000140, 80
513, 3.500000, 3.5, 000001010000, 0.000000, 80
514, 3.500000, 3.5, 000001010000, 0.000000, 80
515, 3.500000, 3.5, 000001010000, 0.000000, 80
516, 3.500000, 3.5, 000001010000, 0.000000, 80
517, 3.500000, 3.5, 000001010000, 0.000000, 80
